,Unnamed: 0,University,Department,Overall Pay,LW Ratio,Academic Year,Program Year,Comments,lon,lat,merged,counts,pay_sum,pay_average
4611,5032,University of Tuebingen,Institute of Medical Psychology,31000.0,,2017-2018,6th and up,,9.0477205,48.530942,False,1,31000.0,31000.0
4613,5034,University of Gottingen,Psychology,29900.0,,2017-2018,2nd,,9.937527000000001,51.5379755,False,2,39647.0,19823.5
4655,5079,KTH Royal Institute of Technology,Theoretical computational biophysics,31300.0,,2015-2016,5th,,18.07222775,59.346441500000005,False,1,31300.0,31300.0
4668,5097,Creighton University (CU),Biomedical Sciences,26481.0,1.31,2016-2017,5th,,-95.93302,41.254271,False,1,26481.0,26481.0
4674,5103,,,29000.0,,2016-2017,,,,,False,1,29000.0,29000.0
4708,5137,Bryn Mawr College (BMC),Physics,28292.0,1.17,2016-2017,,,-75.313721,40.02629,False,1,28292.0,28292.0
4712,5141,University of Maryland College Park,Physics,28000.0,,2016-2017,,,-76.94148,38.995495,False,1,28000.0,28000.0
4721,5150,,,13348.0,,2016-2017,,,,,False,1,13348.0,13348.0
4734,5166,Cornell University,Romance Studies,32000.0,,2017-2018,,,-76.48332950000001,42.4473635,False,1,32000.0,32000.0
4735,5167,"Cedars,Sinai Medical Center",Biomedical Sciences,41000.0,,2017-2018,1st,,-118.37006699999999,34.063319,False,3,128000.0,42666.666666666664
4736,5168,Boston University,Anthropology,22660.0,,2017-2018,1st,"It's for 8 months, not 9. Full tuition waiver and fees, insurance included.",-71.10634350000001,42.350691999999995,False,2,44160.0,22080.0
4794,5228,,,24116.0,,2016-2017,,,,,False,1,24116.0,24116.0
4808,5243,Morgan State University (MSU),Mathematics,14600.0,0.57,2017-2018,3rd,,-76.58587800000001,39.343188,False,2,32600.0,16300.0
4832,5268,,,30000.0,,2016-2017,,,,,False,1,30000.0,30000.0
4847,5285,Vanderbilt,IGP,30500.0,,2017-2018,1st,,-73.9418435,41.796940000000006,False,1,30500.0,30500.0
4849,5287,Auburn University,Biological Sciences,20000.0,,2017-2018,2nd,"about $1000 per year for health insurance, fees",-85.486097,32.601116999999995,False,1,20000.0,20000.0
4882,5329,,,25486.0,,2016-2017,1st,,,,False,1,25486.0,25486.0
4886,5334,wyoming,materials,24000.0,,2017-2018,,,-107.53985754110901,43.5444588856,False,1,24000.0,24000.0
4887,5335,,,35000.0,,2016-2017,,,,,False,1,35000.0,35000.0
4897,5345,,,21000.0,,2016-2017,,,,,False,1,21000.0,21000.0
4899,5347,Eastern virginia medical school | Eastern Virginia Medical School,biomedical sciences,29705.0,,2016-2017,1st,,-76.3014135,36.861366,False,2,56205.0,28102.5
4906,5354,,,23000.0,,2016-2017,,,,,False,1,23000.0,23000.0
4923,5373,,,34000.0,,2016-2017,1st,,,,False,1,34000.0,34000.0
4926,5377,,,15000.0,,2016-2017,,,,,False,1,15000.0,15000.0
4966,5418,,Psychology,16000.0,,2016-2017,1st,,,,False,1,16000.0,16000.0
4993,5448,university college of engineering ramanathapuram,civil engineering,18000.0,,2017-2018,1st,,73.855986,18.529718,False,1,18000.0,18000.0
5003,5458,the University of Adelaide,Department of Biology,20100.0,,2017-2018,1st,,138.60491100000002,-34.9202175,False,1,20100.0,20100.0
5009,5464,Hampton University (HU),APS,22900.0,0.86,2017-2018,3rd,,-7.0,37.66667,False,3,63700.0,21233.333333333332
5018,5474,,,30730.0,,2016-2017,,,,,False,1,30730.0,30730.0
5025,5484,University of Bristol,FARSCOPE CDT,14553.0,,2017-2018,1st,,-2.60395875,51.457143125,False,1,14553.0,14553.0
5046,5505,,,15500.0,,2016-2017,,,,,False,1,15500.0,15500.0
5050,5509,,business,30000.0,,2017-2018,,,,,False,1,30000.0,30000.0
5051,5510,,,30000.0,,2017-2018,,,,,False,1,30000.0,30000.0
5057,5519,khalifa university ,petroleum,30000.0,,2016-2017,1st,,54.394438,24.447017000000002,False,1,30000.0,30000.0
5061,5523,Florida A&M University,Pharmaceutical science,15900.0,,2017-2018,1st,,-84.28779899999999,30.42585,False,1,15900.0,15900.0
5070,5532,,Biological sciences,25000.0,,2016-2017,1st,,,,False,1,25000.0,25000.0
5078,5541,Capella University,criminal justice ,30000.0,1.31,2017-2018,1st,,-117.80698999999998,33.640916499999996,False,1,30000.0,30000.0
5093,5559,,,19800.0,,2016-2017,,,,,False,1,19800.0,19800.0
5101,5567,"University of Massachusetts , Dartmouth (UMD)",Physics,14600.0,0.61,2017-2018,3rd,"Have to pay for own health insurance, totaling $4000.",-71.00404300000001,41.628690999999996,False,1,14600.0,14600.0
5104,5570,Augusta University,Biomedical,25000.0,,2017-2018,1st,"Paid 25000 yearly basis only condition is you must have identified a research supervisor who can accommodate you in his/her research lab, City is very very cheap, Two health insurances included in the package and you only need to pay 25 Tuition and all other fees which are round abut 2000  per year, Pretty Cool!",-81.990012,33.470976,False,1,25000.0,25000.0
5106,5572,Gallaudet University,Educational Neuroscience,21000.0,0.68,2017-2018,3rd,,-76.993437,38.907143,False,3,63000.0,21000.0
5110,5576,"Alfred University , New York State College of Ceramics",Engineering,17000.0,0.83,2016-2017,,,-77.787977,42.253894,False,2,34500.0,17250.0
5121,5587,Clemson University,Biochemistry,18000.0,,2013-2014,2nd,,-82.837137,34.678302,False,1,18000.0,18000.0
5164,5635,,,16750.0,,2016-2017,,,,,False,1,16750.0,16750.0
5166,5639,"Rutgers University , Camden",Childhood Studies,25969.0,,2016-2017,1st,,-75.121765,39.948536,False,1,25969.0,25969.0
5167,5640,,,28000.0,,2016-2017,,,,,False,1,28000.0,28000.0
5186,5662,West Virginia university,Business,20600.0,,2016-2017,1st,,-79.964403,39.640968,False,1,20600.0,20600.0
5198,5675,"University of Colorado , Colorado Springs",Physics,20000.0,0.95,2017-2018,,,-104.79823950000001,38.892101000000004,False,1,20000.0,20000.0
5220,5700,"CUNY , Baruch College",,36000.0,1.21,2016-2017,2nd,,-73.98406,40.740396999999994,False,1,36000.0,36000.0
5224,5704,,physics,18700.0,,2016-2017,1st,,,,False,1,18700.0,18700.0
5225,5705,,,18700.0,,2016-2017,1st,,,,False,1,18700.0,18700.0
5236,5717,Sofia University,social work,22400.0,0.9,2013-2014,4th,none,-122.109272,37.430695,False,1,22400.0,22400.0
5238,5719,,,24000.0,,2016-2017,,,,,False,1,24000.0,24000.0
5249,5731,SUNY Polytechnic Institute,,26700.0,,2016-2017,,,-73.833052,42.691116,False,1,26700.0,26700.0
5290,5778,Stowers Institute,,36000.0,,2016-2017,1st,,-94.574823,39.03698,False,1,36000.0,36000.0
5318,5809,,,26200.0,,2016-2017,,,,,False,1,26200.0,26200.0
5336,5830,"University at Albany, State University of New York",Public Administration,14370.0,,2016-2017,4th,,-73.837952,42.680569,False,1,14370.0,14370.0
5356,5853,University of Sciences ,"PhD, pharmaceutics",15000.0,,2017-2018,1st,,124.6567485,8.485531,False,1,15000.0,15000.0
5369,5867,,,19000.0,,2016-2017,,,,,False,1,19000.0,19000.0
5504,6009,UK university not based in London,Fulbright Student award,12700.0,,2017-2018,1st,"Fulbright postgrad for an MA; amount is in pounds, not US  dollars",-0.1275,51.507220000000004,False,1,12700.0,12700.0
5552,6059,,,15000.0,,2016-2017,1st,,,,False,1,15000.0,15000.0
5634,6143,,Biomedical sciences,27000.0,,2016-2017,1st,,,,False,1,27000.0,27000.0
5642,6152,St John's University  | St. John's University,English,16000.0,,2017-2018,,,100.56124399999999,13.810939000000001,False,2,29400.0,14700.0
5657,6168,Montana Tech ,Geochemistry ,15200.0,,2015-2016,1st,This is a master's stipend. It includes a $2200/semester tuition waiver,-112.5576905,46.012147,False,1,15200.0,15200.0
5692,6206,"University of Missouri , St. Louis",Psychology,14000.0,0.68,2017-2018,1st,,-90.310692,38.7107435,False,2,26000.0,13000.0
5778,6303,,,32000.0,,2016-2017,1st,,,,False,1,32000.0,32000.0
5798,6323,Western University,Anthropology,21744.0,,2016-2017,1st,,-81.275757,43.003772,False,1,21744.0,21744.0
5800,6325,,,22909.0,,2016-2017,,,,,False,1,22909.0,22909.0
5809,6334,,History,20000.0,,2016-2017,,,,,False,1,20000.0,20000.0
5851,6378,,,8250.0,,2016-2017,,,,,False,1,8250.0,8250.0
5854,6381,,,29000.0,,2016-2017,1st,,,,False,1,29000.0,29000.0
5856,6383,,,30000.0,,2016-2017,1st,,,,False,1,30000.0,30000.0
5857,6384,nc state university ,psychology,14000.0,,2016-2017,1st,,-78.69655300000001,35.798038,False,1,14000.0,14000.0
5953,6491,,,40000.0,,2016-2017,,,,,False,1,40000.0,40000.0
5965,6504,Grand Canyon University,Doctoral,25000.0,,2016-2017,1st,,-112.128956,33.5096025,False,1,25000.0,25000.0
6011,6557,University of Oslo,Clinical Medicine/ Cancer Immunology ,38215.0,,2016-2017,2nd,,10.735543,59.915645999999995,False,1,38215.0,38215.0
6012,6558,Iceland,engineering,32975.0,,2016-2017,2nd,net annual pay: 24500 USD,-18.6054668169534,64.9975884448459,False,1,32975.0,32975.0
6014,6561,UC Berkeley,History,24000.0,,2016-2017,2nd,"My first year it was 22K; they are now raising it to 24K.  The tuition is essentially an accounting formality; tuition remission comes is a part of the fellowship contract.  For those who are not Americanists, it is generally not too difficult to get an extra couple of thousand dollars for the summer, though often with the stipulation that you are traveling internationally and then returning to the very expensive Bay Area housing market.  You don't have to TA or grade in the first year or the fourth year.",-122.27167,37.872253,False,1,24000.0,24000.0
6030,6581,,,14700.0,,2016-2017,,"My monthly rent is half of my monthly check, not counting utilities. I have to take out $8,000 in loans per year to survive. ",,,False,1,14700.0,14700.0
6050,6604,,,27000.0,,2016-2017,,,,,False,1,27000.0,27000.0
6073,6637,Unniversity of Hawaii Manoa,English,16500.0,,2016-2017,,,-157.817621,21.297422500000003,False,1,16500.0,16500.0
6079,6645,,,16225.0,,2016-2017,,,,,False,1,16225.0,16225.0
6082,6648,HHMI Janelia Research Campus,,47500.0,,2016-2017,3rd,,-77.46459499999999,39.071483,False,1,47500.0,47500.0
6108,6676,Salisbury university ,Biology,11600.0,,2016-2017,1st,,-75.60597050000001,38.3454575,False,1,11600.0,11600.0
6155,6724,Bath,Computer Science,16557.0,,2015-2016,2nd,Additional 3k from second year+,-2.3586099999999997,51.38139,False,1,16557.0,16557.0
6166,6736,Stanford,Microbiology ,37800.0,,2016-2017,1st,,-122.1677,37.4248,False,1,37800.0,37800.0
6167,6737,nottingham trent university | Nottingham Trent University,School of science and technology,10005.0,,2016-2017,1st,,-1.1524640000000002,52.956867,False,2,29605.0,14802.5
6184,6756,,,24200.0,,2016-2017,,,,,False,1,24200.0,24200.0
6199,6774,,,18800.0,,2016-2017,,,,,False,1,18800.0,18800.0
6209,6784,Seton Hall University,Biological Sciences,10500.0,0.39,2016-2017,2nd,,-74.247881,40.7425565,False,1,10500.0,10500.0
6212,6787,Jackson State University (JSU),STEM,30000.0,1.48,2016-2017,6th and up,fellowship program called LSMAMP,-90.1848,32.299,False,1,30000.0,30000.0
6227,6802,,Medical Sciences,24658.0,,2016-2017,,"Scholarship/stipend pay in lump sums at start of each term. TA/RA pay biweekly during respective terms.

Budgeting very difficult with convoluted payment schedules and terrible online system.",,,False,1,24658.0,24658.0
6239,6814,Hofstra Northwell School of Medicine,MD/PhD Program,32000.0,,2016-2017,3rd,,-73.5978385,40.7177825,False,1,32000.0,32000.0
6273,6852,Durham university,Biology,13863.0,,2016-2017,3rd,,-1.5738085000000002,54.77063750000001,False,1,13863.0,13863.0
6280,6859,,Biomedical Sciences,20000.0,,2016-2017,,,,,False,1,20000.0,20000.0
6283,6863,SUNY Upstate Medical Center,Cell and Developmental Biology/College of Graduate Studies,24780.0,1.16,2016-2017,6th and up,A recently negotiated contract brought salary up to ~$25k for a Graduate Assistant.  Fees are higher before you pass your qualifying exam (~$800 per year).  Cost of living in Syracuse is relatively low unless you live close to downtown.  Parking options at Upstate range from $35-80 per month.,34.0,51.0,False,1,24780.0,24780.0
6309,6890,California state university Northridge,BIOLOGY,13000.0,,2016-2017,3rd,,-118.53164699999999,34.239649,False,1,13000.0,13000.0
6354,6939,New School,Sociology,20000.0,0.67,2016-2017,3rd,,-73.996482,40.736585999999996,False,1,20000.0,20000.0
6361,6947,University of Greifswald ,Information Technology ,22000.0,,2016-2017,1st,,13.374707500000001,54.09471,False,1,22000.0,22000.0
6391,6981,esf,environmental engineering,20000.0,,2016-2017,1st,,-46.626055,-23.603898,False,1,20000.0,20000.0
6413,7012,University of Rochester,Neuroscience,27800.0,,2016-2017,1st,,-77.62915500000001,43.1281065,False,1,27800.0,27800.0
6435,7037,,,14000.0,,2016-2017,,,,,False,1,14000.0,14000.0
6496,7100,,History,30000.0,,2016-2017,1st,,,,False,1,30000.0,30000.0
6500,7105,Mississippi State University,"Wildlife, Fisheries, and Aquaculture",23000.0,,2014-2015,4th,,-88.789084,33.454785,False,1,23000.0,23000.0
6511,7117,,,21500.0,,2016-2017,,,,,False,1,21500.0,21500.0
6515,7121,,,20000.0,,2016-2017,,,,,False,1,20000.0,20000.0
6549,7160,,,22000.0,,2016-2017,1st,,,,False,1,22000.0,22000.0
6560,7172,Marshall University,Biomedical Sciences,24455.0,1.27,2015-2016,1st,"Tuition and fees waived except $545/semester, and $243/summer. $850 paid toward student health insurance or student may take insurance offered to employees, and pay the employee portion while the program pays the university's portion. ",-82.42463149999999,38.42389350000001,False,1,24455.0,24455.0
6565,7177,College of Charleston,Marine Biology,11000.0,,2012-2013,1st,"With TA, students pay in-state tuition",-79.9377405,32.784079,False,1,11000.0,11000.0
6568,7181,University of Dayton (UD),Theology ,18000.0,0.91,2016-2017,1st,,-84.17909,39.739434499999994,False,1,18000.0,18000.0
6574,7187,University of Liverpool (Great Britain),"Earth, Ocean and Ecological Sciences",20494.0,,2016-2017,1st,"British University,  University students aren't subject to tax so stipend is tax free. $20,494.31 is 14,050. Opportunities to help out as a demonstrator on modules at a rate of approx 15 per hour ($21) which is additional income to stipend. Stipends increase with inflation yearly. Cost of living is very low at a high standard. ",-2.968332,53.405765,False,1,20494.0,20494.0
6648,7273,Columbia Teachers College,Sociology and Education,25000.0,,2016-2017,1st,"$25,000 for first 3 years",-81.02,34.05,False,1,25000.0,25000.0
6660,7286,, engineer ,30000.0,,2016-2017,,,,,False,1,30000.0,30000.0
6661,7287,,bio medical engineer ,30000.0,,2016-2017,,,,,False,1,30000.0,30000.0
6679,7307,Stony Brook University,Political Science,20500.0,,2016-2017,,,-73.11536925,40.90919575,False,1,20500.0,20500.0
6750,7387,Montclair State University,Teacher Education and Teacher Development,15000.0,,2016-2017,1st,,-74.198881,40.8609065,False,1,15000.0,15000.0
6789,7427,Northwestern University (NU) Kellogg School of Management,Management,35000.0,,2016-2017,1st,,-87.672736,42.057413000000004,False,1,35000.0,35000.0
6832,7472,University of Western Ontario,I/O Psychology,17900.0,,2016-2017,1st,"This is $1,000 more than the minimum as I received an entrance scholarship. There are many opportunities to take home more than the minimum, e.g. extra TAships, RAships, external funding, internships, etc.",-81.27144799999999,43.010782,False,2,51529.0,25764.5
6848,7488,Hillsdale College,Political Science,20000.0,,2016-2017,1st,,-84.63368299999999,41.932446,False,1,20000.0,20000.0
6870,7511,,Sociology,14500.0,,2016-2017,,,,,False,1,14500.0,14500.0
6871,7512,,,14500.0,,2016-2017,,,,,False,1,14500.0,14500.0
6880,7521,Princeton,Art History,31400.0,,2016-2017,,,-74.6593,40.3493,False,1,31400.0,31400.0
6934,7578,,,19000.0,,2016-2017,,Health insurance covered. Tuition waiver. ,,,False,1,19000.0,19000.0
7072,7721,Bucknell University,Chemistry,12600.0,,2015-2016,2nd,,-76.884203,40.953621500000004,False,1,12600.0,12600.0
7077,7726,"Free university  of Bozen,Bolzano",Faculty of Computer Science,18774.0,,2015-2016,3rd,,11.350077,46.498079,False,1,18774.0,18774.0
7098,7749,Pennsylvania State University (Penn State) Hershey,BMS - Biochemistry ,28500.0,,2016-2017,1st,Health insursnce $675 a year. On campus housing shared 1 bedroom $540. Single bedroom $910.,-76.674878,40.264593,False,1,28500.0,28500.0
7142,7799,University of Alabama at Birmingham,Medical Sociology,22000.0,,2016-2017,4th,,-86.8071215,33.49976700000001,False,1,22000.0,22000.0
7153,7811,,,23652.0,,2014-2015,,,,,False,1,23652.0,23652.0
7176,7842,Southern California University of Health Sciences,Sports Medicine,41600.0,,2015-2016,1st,,-117.980052,33.922003000000004,False,1,41600.0,41600.0
7235,7905,,,28000.0,,2014-2015,,,,,False,1,28000.0,28000.0
7256,7927,,university of iowa ,8185.0,,2014-2015,1st,,,,False,1,8185.0,8185.0
7260,7931,uc san diego,history,15000.0,,2006-2007,1st,,-117.223178,32.875197,False,1,15000.0,15000.0
7278,7950,UC Davis,Transportation Technology and Policy,26000.0,,2015-2016,3rd,,-121.45196399999999,38.552521999999996,False,1,26000.0,26000.0
7289,7964,,,20000.0,,2014-2015,,,,,False,1,20000.0,20000.0
7334,8012,Georgia Institute of Technology/Emory University,Biomedical Engineering,24000.0,,2014-2015,4th,"Joint program between GaTech and Emory.  We pay approx $3300 in fees for the year and ~$700 in health insurance every year.  Also if you have a family the spouse/child health plans are ridiculously expensive, so not much of an option.  there are various merit based fellowships at Tech and extracurricular work opportunities at Emory that provide additional funds on top of your base stipend (most seem to be around ~$5000 to $8000 additional)",-85.1,33.58,False,1,24000.0,24000.0
7346,8024,12,Molecular and Cellular Biology,20500.0,,2014-2015,3rd,,31.2,30.05,False,1,20500.0,20500.0
7359,8038,"University of Alaska , Fairbanks (UAF)",Geophysics,26500.0,1.44,2014-2015,3rd,RA after becoming MS candidate. PhD is more after candidate status. MS before candidate was 24614 per annum,-147.8292,64.85532099999999,False,1,26500.0,26500.0
7360,8039,,,15100.0,,2014-2015,,,,,False,1,15100.0,15100.0
7409,8091,,,16250.0,,2014-2015,5th,,,,False,1,16250.0,16250.0
7495,8181,,,28500.0,,2014-2015,,,,,False,1,28500.0,28500.0
7520,8207,Massey University (New Zealand),School of Psychology,25000.0,,2014-2015,3rd,,175.6169295,-40.3850435,False,1,25000.0,25000.0
7521,8208,,,11800.0,,2014-2015,3rd,,,,False,1,11800.0,11800.0
7627,8316,University of Northern Colorado (UNC),Chemistry,22000.0,1.25,2014-2015,5th,,-104.6968945,40.4055055,False,1,22000.0,22000.0
7651,8342,,Pharmacology,29419.0,,2014-2015,,,,,False,1,29419.0,29419.0
7657,8348,,,28000.0,,2014-2015,4th,,,,False,1,28000.0,28000.0
7670,8362,,,29420.0,,2014-2015,,,,,False,1,29420.0,29420.0
7689,8382,Weill Cornell Medical College,Computational Biology and Medicine,35375.0,,2014-2015,5th,,51.439606,25.318307500000003,False,1,35375.0,35375.0
7712,8410,,,20500.0,,2014-2015,2nd,,,,False,1,20500.0,20500.0
7747,8448,Texas A&M Health Science Center,Institue of Biosciences and Technology,25000.0,,2014-2015,3rd,"Program located in Houston, but paid as College station minimium",-97.363831,31.076421000000003,False,1,25000.0,25000.0
7881,8588,,Electrical and Computer Engineering,24337.0,,2014-2015,4th,,,,False,1,24337.0,24337.0
7904,8611,Pardee RAND Graduate School,Policy Analysis,22225.0,,2014-2015,1st,,-77.020042,38.886559000000005,False,1,22225.0,22225.0
